Item Name, Trade Up Cost (GBP), Expected Value (GBP), Expected Profit (GBP), All Profit Outcomes (GBP)
AK-47 | Steel Delta (Factory New), 48.8, 7.86, -40.94, P90 | ScaraB Rush (Battle-Scarred):7.86 - 
AK-47 | Steel Delta (Field-Tested), 20, 7.86, -12.14, P90 | ScaraB Rush (Battle-Scarred):7.86 - 
AK-47 | Steel Delta (Minimal Wear), 28.5, 7.86, -20.64, P90 | ScaraB Rush (Battle-Scarred):7.86 - 
AK-47 | Steel Delta (Well-Worn), 22.400000000000002, 7.86, -14.540000000000003, P90 | ScaraB Rush (Battle-Scarred):7.86 - 
AK-47 | The Empress (Battle-Scarred), 181.0, 0, -181.0, 
AK-47 | The Empress (Factory New), 1432.8, 0, -1432.8, 
AK-47 | The Empress (Field-Tested), 266.0, 0, -266.0, 
AK-47 | The Empress (Minimal Wear), 436.70000000000005, 0, -436.70000000000005, 
AK-47 | The Empress (Well-Worn), 224.8, 0, -224.8, 
AK-47 | Uncharted (Battle-Scarred), 2.2, 0.5860000000000001, -1.614, AWP | Atheris (Battle-Scarred):1.54 - Desert Eagle | Light Rail (Battle-Scarred):0.51 - MP5-SD | Gauss (Battle-Scarred):0.21 - Tec-9 | Bamboozle (Battle-Scarred):0.22 - UMP-45 | Moonrise (Well-Worn):0.45 - 
AK-47 | Uncharted (Factory New), 9.6, 0.716, -8.884, AWP | Atheris (Battle-Scarred):1.54 - Desert Eagle | Light Rail (Battle-Scarred):0.51 - MP5-SD | Gauss (Battle-Scarred):0.21 - Tec-9 | Bamboozle (Battle-Scarred):0.22 - UMP-45 | Moonrise (Factory New):1.1 - 
AK-47 | Uncharted (Field-Tested), 2.1, 0.594, -1.5060000000000002, AWP | Atheris (Battle-Scarred):1.54 - Desert Eagle | Light Rail (Battle-Scarred):0.51 - MP5-SD | Gauss (Battle-Scarred):0.21 - Tec-9 | Bamboozle (Battle-Scarred):0.22 - UMP-45 | Moonrise (Minimal Wear):0.49 - 
AK-47 | Uncharted (Minimal Wear), 3.9000000000000004, 0.716, -3.184, AWP | Atheris (Battle-Scarred):1.54 - Desert Eagle | Light Rail (Battle-Scarred):0.51 - MP5-SD | Gauss (Battle-Scarred):0.21 - Tec-9 | Bamboozle (Battle-Scarred):0.22 - UMP-45 | Moonrise (Factory New):1.1 - 
AK-47 | Uncharted (Well-Worn), 5.1, 0.55, -4.55, AWP | Atheris (Battle-Scarred):1.54 - Desert Eagle | Light Rail (Battle-Scarred):0.51 - MP5-SD | Gauss (Battle-Scarred):0.21 - Tec-9 | Bamboozle (Battle-Scarred):0.22 - UMP-45 | Moonrise (Field-Tested):0.27 - 
AK-47 | Vulcan (Battle-Scarred), 784.3000000000001, 0, -784.3000000000001, 
AK-47 | Vulcan (Factory New), 8037.3, 0, -8037.3, 
AK-47 | Vulcan (Field-Tested), 2425.1, 0, -2425.1, 
AK-47 | Vulcan (Minimal Wear), 4622.0, 0, -4622.0, 
AK-47 | Vulcan (Well-Worn), 1436.0, 0, -1436.0, 
AK-47 | Wasteland Rebel (Battle-Scarred), 249.5, 0, -249.5, 
AK-47 | Wasteland Rebel (Factory New), 2362.1, 0, -2362.1, 
AK-47 | Wasteland Rebel (Field-Tested), 239.1, 0, -239.1, 
AK-47 | Wasteland Rebel (Minimal Wear), 382.2, 0, -382.2, 
AK-47 | Wasteland Rebel (Well-Worn), 313.6, 0, -313.6, 
AK-47 | Wild Lotus (Battle-Scarred), 5200.599999999999, 0, -5200.599999999999, 
AK-47 | Wild Lotus (Factory New), 10332.3, 0, -10332.3, 
AK-47 | Wild Lotus (Field-Tested), 7880.299999999999, 0, -7880.299999999999, 
AK-47 | Wild Lotus (Minimal Wear), 9396.3, 0, -9396.3, 
AK-47 | Wild Lotus (Well-Worn), 5780.1, 0, -5780.1, 
AK-47 | X-Ray (Battle-Scarred), 2769.3, 0, -2769.3, 
AK-47 | X-Ray (Factory New), 13523.4, 0, -13523.4, 
AK-47 | X-Ray (Field-Tested), 7136.599999999999, 0, -7136.599999999999, 
AK-47 | X-Ray (Minimal Wear), 10998.699999999999, 0, -10998.699999999999, 
AK-47 | X-Ray (Well-Worn), 4317.200000000001, 0, -4317.200000000001, 
AUG | Akihabara Accept (Battle-Scarred), 3257.7, 0, -3257.7, 
AUG | Akihabara Accept (Factory New), 0, 0, 0, 
AUG | Akihabara Accept (Field-Tested), 7682.7, 0, -7682.7, 
AUG | Akihabara Accept (Minimal Wear), 2472.7000000000003, 0, -2472.7000000000003, 
AUG | Akihabara Accept (Well-Worn), 3211.6000000000004, 0, -3211.6000000000004, 
AUG | Amber Fade (Factory New), 15.600000000000001, 3.596, -12.004000000000001, AWP | POP AWP (Factory New):5.68 - CZ75-Auto | Syndicate (Battle-Scarred):2.27 - MP5-SD | Autumn Twilly (Battle-Scarred):2.08 - Nova | Red Quartz (Factory New):6 - P2000 | Space Race (Battle-Scarred):1.95 - 
AUG | Amber Fade (Field-Tested), 5.699999999999999, 2.6119999999999997, -3.0879999999999996, AWP | POP AWP (Minimal Wear):3.41 - CZ75-Auto | Syndicate (Battle-Scarred):2.27 - MP5-SD | Autumn Twilly (Battle-Scarred):2.08 - Nova | Red Quartz (Minimal Wear):3.35 - P2000 | Space Race (Battle-Scarred):1.95 - 
AUG | Amber Fade (Minimal Wear), 8.299999999999999, 3.596, -4.703999999999999, AWP | POP AWP (Factory New):5.68 - CZ75-Auto | Syndicate (Battle-Scarred):2.27 - MP5-SD | Autumn Twilly (Battle-Scarred):2.08 - Nova | Red Quartz (Factory New):6 - P2000 | Space Race (Battle-Scarred):1.95 - 
AUG | Amber Fade (Well-Worn), 6.2, 2.312, -3.8880000000000003, AWP | POP AWP (Field-Tested):2.81 - CZ75-Auto | Syndicate (Battle-Scarred):2.27 - MP5-SD | Autumn Twilly (Battle-Scarred):2.08 - Nova | Red Quartz (Field-Tested):2.45 - P2000 | Space Race (Battle-Scarred):1.95 - 
AUG | Amber Slipstream (Battle-Scarred), 1.0, 0.542, -0.45799999999999996, AWP | PAW (Battle-Scarred):1.21 - CZ75-Auto | Eco (Battle-Scarred):0.35 - G3SG1 | High Seas (Battle-Scarred):0.44 - MP7 | Powercore (Battle-Scarred):0.36 - Nova | Toy Soldier (Battle-Scarred):0.35 - 
AUG | Amber Slipstream (Factory New), 3.2, 0.542, -2.6580000000000004, AWP | PAW (Battle-Scarred):1.21 - CZ75-Auto | Eco (Battle-Scarred):0.35 - G3SG1 | High Seas (Battle-Scarred):0.44 - MP7 | Powercore (Battle-Scarred):0.36 - Nova | Toy Soldier (Battle-Scarred):0.35 - 
AUG | Amber Slipstream (Field-Tested), 1.2, 0.542, -0.6579999999999999, AWP | PAW (Battle-Scarred):1.21 - CZ75-Auto | Eco (Battle-Scarred):0.35 - G3SG1 | High Seas (Battle-Scarred):0.44 - MP7 | Powercore (Battle-Scarred):0.36 - Nova | Toy Soldier (Battle-Scarred):0.35 - 
AUG | Amber Slipstream (Minimal Wear), 1.6, 0.542, -1.058, AWP | PAW (Battle-Scarred):1.21 - CZ75-Auto | Eco (Battle-Scarred):0.35 - G3SG1 | High Seas (Battle-Scarred):0.44 - MP7 | Powercore (Battle-Scarred):0.36 - Nova | Toy Soldier (Battle-Scarred):0.35 - 
AUG | Amber Slipstream (Well-Worn), 1.0, 0.542, -0.45799999999999996, AWP | PAW (Battle-Scarred):1.21 - CZ75-Auto | Eco (Battle-Scarred):0.35 - G3SG1 | High Seas (Battle-Scarred):0.44 - MP7 | Powercore (Battle-Scarred):0.36 - Nova | Toy Soldier (Battle-Scarred):0.35 - 
AUG | Anodized Navy (Factory New), 244.60000000000002, 22.150000000000002, -222.45000000000002, FAMAS | Spitfire (Battle-Scarred):6.42 - SCAR-20 | Emerald (Factory New):37.88 - 
AUG | Anodized Navy (Minimal Wear), 207.8, 22.150000000000002, -185.65, FAMAS | Spitfire (Battle-Scarred):6.42 - SCAR-20 | Emerald (Factory New):37.88 - 
AUG | Arctic Wolf (Battle-Scarred), 9.1, 6.203333333333333, -2.8966666666666665, SG 553 | Colony IV (Battle-Scarred):5.55 - SSG 08 | Bloodshot (Battle-Scarred):6.08 - Tec-9 | Decimator (Battle-Scarred):6.98 - 
AUG | Arctic Wolf (Factory New), 54.699999999999996, 6.203333333333333, -48.49666666666666, SG 553 | Colony IV (Battle-Scarred):5.55 - SSG 08 | Bloodshot (Battle-Scarred):6.08 - Tec-9 | Decimator (Battle-Scarred):6.98 - 
AUG | Arctic Wolf (Field-Tested), 14.399999999999999, 6.203333333333333, -8.196666666666665, SG 553 | Colony IV (Battle-Scarred):5.55 - SSG 08 | Bloodshot (Battle-Scarred):6.08 - Tec-9 | Decimator (Battle-Scarred):6.98 - 
AUG | Arctic Wolf (Minimal Wear), 24.6, 6.203333333333333, -18.39666666666667, SG 553 | Colony IV (Battle-Scarred):5.55 - SSG 08 | Bloodshot (Battle-Scarred):6.08 - Tec-9 | Decimator (Battle-Scarred):6.98 - 
AUG | Arctic Wolf (Well-Worn), 16.0, 6.203333333333333, -9.796666666666667, SG 553 | Colony IV (Battle-Scarred):5.55 - SSG 08 | Bloodshot (Battle-Scarred):6.08 - Tec-9 | Decimator (Battle-Scarred):6.98 - 
AUG | Aristocrat (Battle-Scarred), 3.3000000000000003, 2.4666666666666663, -0.8333333333333339, M4A4 | Desolate Space (Battle-Scarred):3.13 - P2000 | Imperial Dragon (Battle-Scarred):2.32 - SCAR-20 | Bloodsport (Well-Worn):1.95 - 
AUG | Aristocrat (Factory New), 14.8, 4.113333333333333, -10.686666666666667, M4A4 | Desolate Space (Battle-Scarred):3.13 - P2000 | Imperial Dragon (Battle-Scarred):2.32 - SCAR-20 | Bloodsport (Factory New):6.89 - 
AUG | Aristocrat (Field-Tested), 3.7, 2.963333333333333, -0.7366666666666672, M4A4 | Desolate Space (Battle-Scarred):3.13 - P2000 | Imperial Dragon (Battle-Scarred):2.32 - SCAR-20 | Bloodsport (Minimal Wear):3.44 - 
AUG | Aristocrat (Minimal Wear), 7.4, 4.113333333333333, -3.286666666666667, M4A4 | Desolate Space (Battle-Scarred):3.13 - P2000 | Imperial Dragon (Battle-Scarred):2.32 - SCAR-20 | Bloodsport (Factory New):6.89 - 
AUG | Aristocrat (Well-Worn), 5.2, 2.5199999999999996, -2.6800000000000006, M4A4 | Desolate Space (Battle-Scarred):3.13 - P2000 | Imperial Dragon (Battle-Scarred):2.32 - SCAR-20 | Bloodsport (Field-Tested):2.11 - 
AUG | Bengal Tiger (Battle-Scarred), 32.9, 16.305, -16.595, AK-47 | Jaguar (Battle-Scarred):22.81 - M4A4 | Bullet Rain (Battle-Scarred):9.8 - 
AUG | Bengal Tiger (Factory New), 401.3, 16.305, -384.995, AK-47 | Jaguar (Battle-Scarred):22.81 - M4A4 | Bullet Rain (Battle-Scarred):9.8 - 
AUG | Bengal Tiger (Field-Tested), 31.9, 16.305, -15.594999999999999, AK-47 | Jaguar (Battle-Scarred):22.81 - M4A4 | Bullet Rain (Battle-Scarred):9.8 - 
AUG | Bengal Tiger (Minimal Wear), 70.4, 16.305, -54.095000000000006, AK-47 | Jaguar (Battle-Scarred):22.81 - M4A4 | Bullet Rain (Battle-Scarred):9.8 - 
AUG | Bengal Tiger (Well-Worn), 34.1, 16.305, -17.795, AK-47 | Jaguar (Battle-Scarred):22.81 - M4A4 | Bullet Rain (Battle-Scarred):9.8 - 
AUG | Carved Jade (Factory New), 358.40000000000003, 30.073333333333334, -328.3266666666667, MAC-10 | Gold Brick (Battle-Scarred):23.83 - USP-S | Ancient Visions (Factory New):46.93 - XM1014 | Ancient Lore (Battle-Scarred):19.46 - 
AUG | Carved Jade (Field-Tested), 139.60000000000002, 27.026666666666667, -112.57333333333335, MAC-10 | Gold Brick (Battle-Scarred):23.83 - USP-S | Ancient Visions (Minimal Wear):37.79 - XM1014 | Ancient Lore (Battle-Scarred):19.46 - 
AUG | Carved Jade (Minimal Wear), 174.60000000000002, 30.073333333333334, -144.5266666666667, MAC-10 | Gold Brick (Battle-Scarred):23.83 - USP-S | Ancient Visions (Factory New):46.93 - XM1014 | Ancient Lore (Battle-Scarred):19.46 - 
AUG | Chameleon (Battle-Scarred), 25.4, 0, -25.4, 
AUG | Chameleon (Factory New), 55.300000000000004, 0, -55.300000000000004, 
AUG | Chameleon (Field-Tested), 24.4, 0, -24.4, 
AUG | Chameleon (Minimal Wear), 28.5, 0, -28.5, 
AUG | Chameleon (Well-Worn), 23.5, 0, -23.5, 
AUG | Colony (Battle-Scarred), 7.0, 4.92, -2.08, Glock-18 | Groundwater (Battle-Scarred):4.55 - MP7 | Orange Peel (Battle-Scarred):5.41 - Negev | CaliCamo (Battle-Scarred):5.23 - SG 553 | Gator Mesh (Battle-Scarred):4.62 - SSG 08 | Tropical Storm (Battle-Scarred):4.79 - 
AUG | Colony (Factory New), 103.10000000000001, 4.92, -98.18, Glock-18 | Groundwater (Battle-Scarred):4.55 - MP7 | Orange Peel (Battle-Scarred):5.41 - Negev | CaliCamo (Battle-Scarred):5.23 - SG 553 | Gator Mesh (Battle-Scarred):4.62 - SSG 08 | Tropical Storm (Battle-Scarred):4.79 - 
AUG | Colony (Field-Tested), 7.1, 4.92, -2.1799999999999997, Glock-18 | Groundwater (Battle-Scarred):4.55 - MP7 | Orange Peel (Battle-Scarred):5.41 - Negev | CaliCamo (Battle-Scarred):5.23 - SG 553 | Gator Mesh (Battle-Scarred):4.62 - SSG 08 | Tropical Storm (Battle-Scarred):4.79 - 
AUG | Colony (Minimal Wear), 13.5, 4.92, -8.58, Glock-18 | Groundwater (Battle-Scarred):4.55 - MP7 | Orange Peel (Battle-Scarred):5.41 - Negev | CaliCamo (Battle-Scarred):5.23 - SG 553 | Gator Mesh (Battle-Scarred):4.62 - SSG 08 | Tropical Storm (Battle-Scarred):4.79 - 
AUG | Colony (Well-Worn), 9.6, 4.92, -4.68, Glock-18 | Groundwater (Battle-Scarred):4.55 - MP7 | Orange Peel (Battle-Scarred):5.41 - Negev | CaliCamo (Battle-Scarred):5.23 - SG 553 | Gator Mesh (Battle-Scarred):4.62 - SSG 08 | Tropical Storm (Battle-Scarred):4.79 - 
AUG | Condemned (Battle-Scarred), 0.8999999999999999, 1.02, 0.1200000000000001, FAMAS | Teardown (Battle-Scarred):0.34 - Five-SeveN | Silver Quartz (Well-Worn):0.45 - SSG 08 | Acid Fade (Factory New):2.27 - 
AUG | Condemned (Factory New), 7.199999999999999, 1.2233333333333334, -5.976666666666666, FAMAS | Teardown (Battle-Scarred):0.34 - Five-SeveN | Silver Quartz (Factory New):1.06 - SSG 08 | Acid Fade (Factory New):2.27 - 
AUG | Condemned (Field-Tested), 1.1, 1.05, -0.050000000000000044, FAMAS | Teardown (Battle-Scarred):0.34 - Five-SeveN | Silver Quartz (Minimal Wear):0.54 - SSG 08 | Acid Fade (Factory New):2.27 - 
AUG | Condemned (Minimal Wear), 1.7000000000000002, 1.2233333333333334, -0.4766666666666668, FAMAS | Teardown (Battle-Scarred):0.34 - Five-SeveN | Silver Quartz (Factory New):1.06 - SSG 08 | Acid Fade (Factory New):2.27 - 
AUG | Condemned (Well-Worn), 0.8999999999999999, 1.0166666666666666, 0.1166666666666667, FAMAS | Teardown (Battle-Scarred):0.34 - Five-SeveN | Silver Quartz (Field-Tested):0.44 - SSG 08 | Acid Fade (Factory New):2.27 - 
AUG | Contractor (Battle-Scarred), 0.3, 0.06833333333333334, -0.23166666666666663, Dual Berettas | Stained (Battle-Scarred):0.06 - M4A1-S | Boreal Forest (Battle-Scarred):0.07 - Nova | Candy Apple (Field-Tested):0.09 - P2000 | Granite Marbleized (Battle-Scarred):0.06 - UMP-45 | Gunsmoke (Battle-Scarred):0.07 - XM1014 | CaliCamo (Battle-Scarred):0.06 - 
AUG | Contractor (Factory New), 1.1, 0.08166666666666668, -1.0183333333333333, Dual Berettas | Stained (Battle-Scarred):0.06 - M4A1-S | Boreal Forest (Battle-Scarred):0.07 - Nova | Candy Apple (Factory New):0.17 - P2000 | Granite Marbleized (Battle-Scarred):0.06 - UMP-45 | Gunsmoke (Battle-Scarred):0.07 - XM1014 | CaliCamo (Battle-Scarred):0.06 - 
AUG | Contractor (Field-Tested), 0.3, 0.07, -0.22999999999999998, Dual Berettas | Stained (Battle-Scarred):0.06 - M4A1-S | Boreal Forest (Battle-Scarred):0.07 - Nova | Candy Apple (Minimal Wear):0.1 - P2000 | Granite Marbleized (Battle-Scarred):0.06 - UMP-45 | Gunsmoke (Battle-Scarred):0.07 - XM1014 | CaliCamo (Battle-Scarred):0.06 - 
AUG | Contractor (Minimal Wear), 0.3, 0.08166666666666668, -0.21833333333333332, Dual Berettas | Stained (Battle-Scarred):0.06 - M4A1-S | Boreal Forest (Battle-Scarred):0.07 - Nova | Candy Apple (Factory New):0.17 - P2000 | Granite Marbleized (Battle-Scarred):0.06 - UMP-45 | Gunsmoke (Battle-Scarred):0.07 - XM1014 | CaliCamo (Battle-Scarred):0.06 - 
AUG | Contractor (Well-Worn), 0.3, 0.06833333333333334, -0.23166666666666663, Dual Berettas | Stained (Battle-Scarred):0.06 - M4A1-S | Boreal Forest (Battle-Scarred):0.07 - Nova | Candy Apple (Field-Tested):0.09 - P2000 | Granite Marbleized (Battle-Scarred):0.06 - UMP-45 | Gunsmoke (Battle-Scarred):0.07 - XM1014 | CaliCamo (Battle-Scarred):0.06 - 
AUG | Copperhead (Field-Tested), 695.6, 23.136666666666667, -672.4633333333334, Desert Eagle | Blaze (Minimal Wear):47.05 - Glock-18 | Brass (Battle-Scarred):10.64 - P2000 | Scorpion (Minimal Wear):11.72 - 
AUG | Copperhead (Minimal Wear), 780.9000000000001, 255.51, -525.3900000000001, Desert Eagle | Blaze (Factory New):748.22 - Glock-18 | Brass (Battle-Scarred):10.64 - P2000 | Scorpion (Factory New):7.67 - 
AUG | Daedalus (Battle-Scarred), 21.200000000000003, 12.147499999999999, -9.052500000000004, AWP | Sun in Leo (Battle-Scarred):11.82 - M249 | Shipping Forecast (Battle-Scarred):13.08 - P2000 | Pathfinder (Field-Tested):11.62 - Tec-9 | Hades (Battle-Scarred):12.07 - 
AUG | Daedalus (Factory New), 30.6, 12.522499999999999, -18.0775, AWP | Sun in Leo (Battle-Scarred):11.82 - M249 | Shipping Forecast (Battle-Scarred):13.08 - P2000 | Pathfinder (Factory New):13.12 - Tec-9 | Hades (Battle-Scarred):12.07 - 
AUG | Daedalus (Field-Tested), 22.3, 12.2775, -10.0225, AWP | Sun in Leo (Battle-Scarred):11.82 - M249 | Shipping Forecast (Battle-Scarred):13.08 - P2000 | Pathfinder (Minimal Wear):12.14 - Tec-9 | Hades (Battle-Scarred):12.07 - 
AUG | Daedalus (Minimal Wear), 29.3, 12.522499999999999, -16.777500000000003, AWP | Sun in Leo (Battle-Scarred):11.82 - M249 | Shipping Forecast (Battle-Scarred):13.08 - P2000 | Pathfinder (Factory New):13.12 - Tec-9 | Hades (Battle-Scarred):12.07 - 
AUG | Daedalus (Well-Worn), 24.1, 12.147499999999999, -11.952500000000002, AWP | Sun in Leo (Battle-Scarred):11.82 - M249 | Shipping Forecast (Battle-Scarred):13.08 - P2000 | Pathfinder (Field-Tested):11.62 - Tec-9 | Hades (Battle-Scarred):12.07 - 
AUG | Death by Puppy (Factory New), 115.7, 19.41, -96.29, AWP | Wildfire (Battle-Scarred):28.1 - FAMAS | Commemoration (Battle-Scarred):10.72 - 
AUG | Death by Puppy (Field-Tested), 45.099999999999994, 19.41, -25.689999999999994, AWP | Wildfire (Battle-Scarred):28.1 - FAMAS | Commemoration (Battle-Scarred):10.72 - 
AUG | Death by Puppy (Minimal Wear), 65.6, 19.41, -46.19, AWP | Wildfire (Battle-Scarred):28.1 - FAMAS | Commemoration (Battle-Scarred):10.72 - 
AUG | Death by Puppy (Well-Worn), 43.4, 19.41, -23.99, AWP | Wildfire (Battle-Scarred):28.1 - FAMAS | Commemoration (Battle-Scarred):10.72 - 
AUG | Flame Jörmungandr (Battle-Scarred), 271.3, 163.25, -108.05000000000001, Negev | Mjölnir (Battle-Scarred):163.25 - 
AUG | Flame Jörmungandr (Factory New), 2455.7, 163.25, -2292.45, Negev | Mjölnir (Battle-Scarred):163.25 - 
AUG | Flame Jörmungandr (Field-Tested), 2596.8, 163.25, -2433.55, Negev | Mjölnir (Battle-Scarred):163.25 - 
AUG | Flame Jörmungandr (Minimal Wear), 2997.7, 163.25, -2834.45, Negev | Mjölnir (Battle-Scarred):163.25 - 
AUG | Flame Jörmungandr (Well-Worn), 2410.2000000000003, 163.25, -2246.9500000000003, Negev | Mjölnir (Battle-Scarred):163.25 - 
AUG | Fleet Flock (Battle-Scarred), 14.5, 3.9, -10.6, PP-Bizon | Judgement of Anubis (Battle-Scarred):3.9 - 
AUG | Fleet Flock (Factory New), 97.10000000000001, 3.9, -93.2, PP-Bizon | Judgement of Anubis (Battle-Scarred):3.9 - 
AUG | Fleet Flock (Field-Tested), 18.3, 3.9, -14.4, PP-Bizon | Judgement of Anubis (Battle-Scarred):3.9 - 
AUG | Fleet Flock (Minimal Wear), 37.599999999999994, 3.9, -33.699999999999996, PP-Bizon | Judgement of Anubis (Battle-Scarred):3.9 - 
AUG | Fleet Flock (Well-Worn), 14.399999999999999, 3.9, -10.499999999999998, PP-Bizon | Judgement of Anubis (Battle-Scarred):3.9 - 
AUG | Hot Rod (Factory New), 3208.6000000000004, 755.9200000000001, -2452.6800000000003, Glock-18 | Fade (Factory New):1483.21 - MP9 | Bulldozer (Battle-Scarred):28.63 - 
AUG | Hot Rod (Minimal Wear), 2090.9, 755.9200000000001, -1334.98, Glock-18 | Fade (Factory New):1483.21 - MP9 | Bulldozer (Battle-Scarred):28.63 - 
AUG | Midnight Lily (Battle-Scarred), 190.2, 690.69, 500.49000000000007, MP9 | Wild Lily (Battle-Scarred):690.69 - 
AUG | Midnight Lily (Factory New), 3186.9, 690.69, -2496.21, MP9 | Wild Lily (Battle-Scarred):690.69 - 
AUG | Midnight Lily (Field-Tested), 2197.5, 690.69, -1506.81, MP9 | Wild Lily (Battle-Scarred):690.69 - 
AUG | Midnight Lily (Minimal Wear), 2599.8, 690.69, -1909.1100000000001, MP9 | Wild Lily (Battle-Scarred):690.69 - 
AUG | Midnight Lily (Well-Worn), 177.10000000000002, 690.69, 513.59, MP9 | Wild Lily (Battle-Scarred):690.69 - 
AUG | Momentum (Battle-Scarred), 12.2, 4.17, -8.03, Five-SeveN | Angry Mob (Battle-Scarred):2.27 - M4A4 | The Emperor (Battle-Scarred):6.07 - 
AUG | Momentum (Factory New), 254.1, 4.17, -249.93, Five-SeveN | Angry Mob (Battle-Scarred):2.27 - M4A4 | The Emperor (Battle-Scarred):6.07 - 
AUG | Momentum (Field-Tested), 15.1, 4.17, -10.93, Five-SeveN | Angry Mob (Battle-Scarred):2.27 - M4A4 | The Emperor (Battle-Scarred):6.07 - 
AUG | Momentum (Minimal Wear), 51.5, 4.17, -47.33, Five-SeveN | Angry Mob (Battle-Scarred):2.27 - M4A4 | The Emperor (Battle-Scarred):6.07 - 
AUG | Momentum (Well-Worn), 11.799999999999999, 4.17, -7.629999999999999, Five-SeveN | Angry Mob (Battle-Scarred):2.27 - M4A4 | The Emperor (Battle-Scarred):6.07 - 
AUG | Navy Murano (Battle-Scarred), 5.8999999999999995, 3.7725, -2.1274999999999995, AK-47 | Baroque Purple (Battle-Scarred):3.66 - P250 | Dark Filigree (Battle-Scarred):3.93 - SG 553 | Candy Apple (Battle-Scarred):3.49 - Tec-9 | Orange Murano (Battle-Scarred):4.01 - 
AUG | Navy Murano (Factory New), 33.1, 3.7725, -29.3275, AK-47 | Baroque Purple (Battle-Scarred):3.66 - P250 | Dark Filigree (Battle-Scarred):3.93 - SG 553 | Candy Apple (Battle-Scarred):3.49 - Tec-9 | Orange Murano (Battle-Scarred):4.01 - 
AUG | Navy Murano (Field-Tested), 8.2, 3.7725, -4.427499999999999, AK-47 | Baroque Purple (Battle-Scarred):3.66 - P250 | Dark Filigree (Battle-Scarred):3.93 - SG 553 | Candy Apple (Battle-Scarred):3.49 - Tec-9 | Orange Murano (Battle-Scarred):4.01 - 
AUG | Navy Murano (Minimal Wear), 10, 3.7725, -6.2275, AK-47 | Baroque Purple (Battle-Scarred):3.66 - P250 | Dark Filigree (Battle-Scarred):3.93 - SG 553 | Candy Apple (Battle-Scarred):3.49 - Tec-9 | Orange Murano (Battle-Scarred):4.01 - 
AUG | Navy Murano (Well-Worn), 6.3, 3.7725, -2.5275, AK-47 | Baroque Purple (Battle-Scarred):3.66 - P250 | Dark Filigree (Battle-Scarred):3.93 - SG 553 | Candy Apple (Battle-Scarred):3.49 - Tec-9 | Orange Murano (Battle-Scarred):4.01 - 
AUG | Plague (Battle-Scarred), 2.4, 1.048, -1.3519999999999999, FAMAS | ZX Spectron (Battle-Scarred):1.13 - Five-SeveN | Boost Protocol (Well-Worn):1.18 - M4A4 | Spider Lily (Battle-Scarred):1.32 - MAG-7 | BI83 Spectrum (Battle-Scarred):0.65 - MP9 | Mount Fuji (Battle-Scarred):0.96 - 
AUG | Plague (Factory New), 8.299999999999999, 1.364, -6.935999999999999, FAMAS | ZX Spectron (Battle-Scarred):1.13 - Five-SeveN | Boost Protocol (Factory New):2.76 - M4A4 | Spider Lily (Battle-Scarred):1.32 - MAG-7 | BI83 Spectrum (Battle-Scarred):0.65 - MP9 | Mount Fuji (Battle-Scarred):0.96 - 
